chr	start	end	ENSG	transcript	regionType
chr5	95523835	95524464	ENSG00000198677	ENST00000358746.7	intron
chr5	95524592	95525397	ENSG00000198677	ENST00000358746.7	intron
chr5	95525502	95525586	ENSG00000198677	ENST00000358746.7	intron
chr5	95525674	95528012	ENSG00000198677	ENST00000358746.7	intron
chr5	95528153	95529000	ENSG00000198677	ENST00000358746.7	intron
chr5	95529103	95530088	ENSG00000198677	ENST00000358746.7	intron
chr5	95530230	95536816	ENSG00000198677	ENST00000358746.7	intron
chr5	95536926	95537042	ENSG00000198677	ENST00000358746.7	intron
chr5	95537142	95540689	ENSG00000198677	ENST00000358746.7	intron
chr5	95540831	95541304	ENSG00000198677	ENST00000358746.7	intron
chr5	95541381	95541814	ENSG00000198677	ENST00000358746.7	intron
chr5	95541907	95543183	ENSG00000198677	ENST00000358746.7	intron
chr5	95543328	95547060	ENSG00000198677	ENST00000358746.7	intron
chr5	95547152	95548559	ENSG00000198677	ENST00000358746.7	5primeUTRIntron
chr5	95548716	95550580	ENSG00000198677	ENST00000358746.7	5primeUTRIntron
chr5	95550651	95554935	ENSG00000198677	ENST00000358746.7	5primeUTRIntron
chr5	95554978	95555177	ENSG00000198677	ENST00000358746.7	CorePromoter
chr5	95555178	95559977	ENSG00000198677	ENST00000358746.7	ExtendedPromoter
chr17	58206171	58206282	ENSG00000011143	ENST00000393119.7	intron
chr17	58206381	58206464	ENSG00000011143	ENST00000393119.7	intron
chr17	58206548	58207084	ENSG00000011143	ENST00000393119.7	intron
chr17	58207219	58207893	ENSG00000011143	ENST00000393119.7	intron
chr17	58208002	58208104	ENSG00000011143	ENST00000393119.7	intron
chr17	58208175	58208512	ENSG00000011143	ENST00000393119.7	intron
chr17	58208584	58210658	ENSG00000011143	ENST00000393119.7	intron
chr17	58210725	58210979	ENSG00000011143	ENST00000393119.7	intron
chr17	58211023	58212377	ENSG00000011143	ENST00000393119.7	intron
chr17	58212435	58212981	ENSG00000011143	ENST00000393119.7	intron
chr17	58213091	58213764	ENSG00000011143	ENST00000393119.7	intron
chr17	58213870	58214258	ENSG00000011143	ENST00000393119.7	intron
chr17	58214388	58214740	ENSG00000011143	ENST00000393119.7	intron
chr17	58214839	58216087	ENSG00000011143	ENST00000393119.7	intron
chr17	58216244	58216665	ENSG00000011143	ENST00000393119.7	intron
chr17	58216737	58218619	ENSG00000011143	ENST00000393119.7	intron
chr17	58218730	58219150	ENSG00000011143	ENST00000393119.7	intron
chr17	58219256	58219455	ENSG00000011143	ENST00000393119.7	CorePromoter
chr17	58219456	58224255	ENSG00000011143	ENST00000393119.7	ExtendedPromoter
chr9	128322929	128323015	ENSG00000167113	ENST00000300452.8	Intron
chr9	128323148	128325142	ENSG00000167113	ENST00000300452.8	Intron
chr9	128325240	128325778	ENSG00000167113	ENST00000300452.8	Intron
chr9	128325882	128332152	ENSG00000167113	ENST00000300452.8	Intron
chr9	128332283	128332849	ENSG00000167113	ENST00000300452.8	Intron
chr9	128332944	128333473	ENSG00000167113	ENST00000300452.8	Intron
chr9	128322639	128322838	ENSG00000167113	ENST00000300452.8	CorePromoter
chr9	128317839	128322638	ENSG00000167113	ENST00000300452.8	ExtendedPromoter
chr10	49459235	49460372	ENSG00000225830	ENST00000355832.10	intron
chr10	49460452	49461351	ENSG00000225830	ENST00000355832.10	intron
chr10	49461557	49470181	ENSG00000225830	ENST00000355832.10	intron
chr10	49470890	49470974	ENSG00000225830	ENST00000355832.10	intron
chr10	49471121	49472375	ENSG00000225830	ENST00000355832.10	intron
chr10	49472471	49472908	ENSG00000225830	ENST00000355832.10	intron
chr10	49473029	49473476	ENSG00000225830	ENST00000355832.10	intron
chr10	49473588	49474026	ENSG00000225830	ENST00000355832.10	intron
chr10	49474243	49476214	ENSG00000225830	ENST00000355832.10	intron
chr10	49476311	49478353	ENSG00000225830	ENST00000355832.10	intron
chr10	49478471	49482686	ENSG00000225830	ENST00000355832.10	intron
chr10	49482864	49483345	ENSG00000225830	ENST00000355832.10	intron
chr10	49483517	49493116	ENSG00000225830	ENST00000355832.10	intron
chr10	49493253	49500537	ENSG00000225830	ENST00000355832.10	intron
chr10	49500697	49505883	ENSG00000225830	ENST00000355832.10	intron
chr10	49506013	49524032	ENSG00000225830	ENST00000355832.10	intron
chr10	49524778	49528416	ENSG00000225830	ENST00000355832.10	intron
chr10	49528526	49530719	ENSG00000225830	ENST00000355832.10	intron
chr10	49530841	49532542	ENSG00000225830	ENST00000355832.10	intron
chr10	49532979	49538961	ENSG00000225830	ENST00000355832.10	5primeUTRIntron
chr10	49539122	49539321	ENSG00000225830	ENST00000355832.10	CorePromoter
chr10	49539322	49544121	ENSG00000225830	ENST00000355832.10	ExtendedPromoter
chr6	158977849	158978259	ENSG00000130363	ENST00000367069.7	intron
chr6	158978347	158980773	ENSG00000130363	ENST00000367069.7	intron
chr6	158980937	158982484	ENSG00000130363	ENST00000367069.7	intron
chr6	158982689	158983661	ENSG00000130363	ENST00000367069.7	intron
chr6	158983808	158986279	ENSG00000130363	ENST00000367069.7	intron
chr6	158986422	158993838	ENSG00000130363	ENST00000367069.7	intron
chr6	158993927	158999434	ENSG00000130363	ENST00000367069.7	intron
chr6	159000203	159000402	ENSG00000130363	ENST00000367069.7	CorePromoter
chr6	159000403	159005202	ENSG00000130363	ENST00000367069.7	ExtendedPromoter
chr1	151008672	151017811	ENSG00000143363	ENST00000271620.8	Intron
chr1	151017905	151018466	ENSG00000143363	ENST00000271620.8	Intron
chr1	151018670	151024610	ENSG00000143363	ENST00000271620.8	Intron
chr1	151024796	151025514	ENSG00000143363	ENST00000271620.8	Intron
chr1	151025674	151027232	ENSG00000143363	ENST00000271620.8	Intron
chr1	151027328	151028785	ENSG00000143363	ENST00000271620.8	Intron
chr1	151028945	151033805	ENSG00000143363	ENST00000271620.8	Intron
chr1	151008249	151008448	ENSG00000143363	ENST00000271620.8	CorePromoter
chr1	151003449	151008248	ENSG00000143363	ENST00000271620.8	ExtendedPromoter
chr3	53225932	53226755	ENSG00000163931	ENST00000462138.6	intron
chr3	53226879	53228055	ENSG00000163931	ENST00000462138.6	intron
chr3	53228150	53228275	ENSG00000163931	ENST00000462138.6	intron
chr3	53228360	53229006	ENSG00000163931	ENST00000462138.6	intron
chr3	53229138	53229279	ENSG00000163931	ENST00000462138.6	intron
chr3	53229437	53230456	ENSG00000163931	ENST00000462138.6	intron
chr3	53230622	53231356	ENSG00000163931	ENST00000462138.6	intron
chr3	53231551	53233155	ENSG00000163931	ENST00000462138.6	intron
chr3	53233275	53234982	ENSG00000163931	ENST00000462138.6	intron
chr3	53235175	53240250	ENSG00000163931	ENST00000462138.6	intron
chr3	53240349	53241131	ENSG00000163931	ENST00000462138.6	intron
chr3	53241246	53242124	ENSG00000163931	ENST00000462138.6	intron
chr3	53242243	53255835	ENSG00000163931	ENST00000462138.6	intron
chr3	53256023	53256222	ENSG00000163931	ENST00000462138.6	CorePromoter
chr3	53256223	53261022	ENSG00000163931	ENST00000462138.6	ExtendedPromoter
chr2	231198699	231206197	ENSG00000135931	ENST00000611582.5	5primeUTRIntron
chr2	231206290	231208126	ENSG00000135931	ENST00000611582.5	Intron
chr2	231208253	231214830	ENSG00000135931	ENST00000611582.5	Intron
chr2	231215002	231216637	ENSG00000135931	ENST00000611582.5	Intron
chr2	231216794	231222727	ENSG00000135931	ENST00000611582.5	Intron
chr2	231222821	231226773	ENSG00000135931	ENST00000611582.5	Intron
chr2	231226799	231235223	ENSG00000135931	ENST00000611582.5	Intron
chr2	231235382	231239942	ENSG00000135931	ENST00000611582.5	Intron
chr2	231240042	231256585	ENSG00000135931	ENST00000611582.5	Intron
chr2	231256621	231258990	ENSG00000135931	ENST00000611582.5	Intron
chr2	231259103	231262305	ENSG00000135931	ENST00000611582.5	Intron
chr2	231262399	231270981	ENSG00000135931	ENST00000611582.5	Intron
chr2	231271073	231272954	ENSG00000135931	ENST00000611582.5	Intron
chr2	231273079	231276635	ENSG00000135931	ENST00000611582.5	Intron
chr2	231276776	231278381	ENSG00000135931	ENST00000611582.5	Intron
chr2	231278459	231282058	ENSG00000135931	ENST00000611582.5	Intron
chr2	231282134	231291352	ENSG00000135931	ENST00000611582.5	Intron
chr2	231291444	231296197	ENSG00000135931	ENST00000611582.5	Intron
chr2	231296254	231331792	ENSG00000135931	ENST00000611582.5	Intron
chr2	231331898	231344974	ENSG00000135931	ENST00000611582.5	Intron
chr2	231345091	231355797	ENSG00000135931	ENST00000611582.5	Intron
chr2	231355935	231360753	ENSG00000135931	ENST00000611582.5	Intron
chr2	231360884	231369952	ENSG00000135931	ENST00000611582.5	Intron
chr2	231370126	231371512	ENSG00000135931	ENST00000611582.5	Intron
chr2	231198431	231198630	ENSG00000135931	ENST00000611582.5	CorePromoter
chr2	231193631	231198430	ENSG00000135931	ENST00000611582.5	ExtendedPromoter
chr9	128340839	128343126	ENSG00000167114	ENST00000300456.5	5primeUTRIntron
chr9	128343294	128345154	ENSG00000167114	ENST00000300456.5	Intron
chr9	128345550	128348544	ENSG00000167114	ENST00000300456.5	Intron
chr9	128348704	128350311	ENSG00000167114	ENST00000300456.5	Intron
chr9	128350382	128350483	ENSG00000167114	ENST00000300456.5	Intron
chr9	128350576	128352637	ENSG00000167114	ENST00000300456.5	Intron
chr9	128352748	128353024	ENSG00000167114	ENST00000300456.5	Intron
chr9	128353235	128353414	ENSG00000167114	ENST00000300456.5	Intron
chr9	128353542	128355052	ENSG00000167114	ENST00000300456.5	Intron
chr9	128355191	128355397	ENSG00000167114	ENST00000300456.5	Intron
chr9	128355563	128355649	ENSG00000167114	ENST00000300456.5	Intron
chr9	128355797	128360333	ENSG00000167114	ENST00000300456.5	Intron
chr9	128340327	128340526	ENSG00000167114	ENST00000300456.5	CorePromoter
chr9	128335527	128340326	ENSG00000167114	ENST00000300456.5	ExtendedPromoter
chr17	8228320	8228502	ENSG00000178971	ENST00000651323.1	intron
chr17	8228630	8228726	ENSG00000178971	ENST00000651323.1	intron
chr17	8228893	8229141	ENSG00000178971	ENST00000651323.1	intron
chr17	8229207	8229301	ENSG00000178971	ENST00000651323.1	intron
chr17	8229447	8229890	ENSG00000178971	ENST00000651323.1	intron
chr17	8229969	8230293	ENSG00000178971	ENST00000651323.1	intron
chr17	8230469	8230562	ENSG00000178971	ENST00000651323.1	intron
chr17	8230652	8231275	ENSG00000178971	ENST00000651323.1	intron
chr17	8231470	8231725	ENSG00000178971	ENST00000651323.1	intron
chr17	8231816	8231902	ENSG00000178971	ENST00000651323.1	intron
chr17	8232228	8232360	ENSG00000178971	ENST00000651323.1	intron
chr17	8232476	8232905	ENSG00000178971	ENST00000651323.1	intron
chr17	8233033	8234454	ENSG00000178971	ENST00000651323.1	intron
chr17	8234656	8234748	ENSG00000178971	ENST00000651323.1	intron
chr17	8234927	8235052	ENSG00000178971	ENST00000651323.1	intron
chr17	8235286	8235830	ENSG00000178971	ENST00000651323.1	intron
chr17	8235960	8236057	ENSG00000178971	ENST00000651323.1	intron
chr17	8236343	8237374	ENSG00000178971	ENST00000651323.1	intron
chr17	8237520	8238030	ENSG00000178971	ENST00000651323.1	intron
chr17	8238243	8238391	ENSG00000178971	ENST00000651323.1	intron
chr17	8238630	8242984	ENSG00000178971	ENST00000651323.1	intron
chr17	8243149	8248003	ENSG00000178971	ENST00000651323.1	intron
chr17	8248057	8248256	ENSG00000178971	ENST00000651323.1	CorePromoter
chr17	8248257	8253056	ENSG00000178971	ENST00000651323.1	ExtendedPromoter
chr2	201624323	201626025	ENSG00000155755	ENST00000409883.7	intron
chr2	201626148	201627320	ENSG00000155755	ENST00000409883.7	intron
chr2	201627415	201628075	ENSG00000155755	ENST00000409883.7	intron
chr2	201628150	201629229	ENSG00000155755	ENST00000409883.7	intron
chr2	201629422	201629728	ENSG00000155755	ENST00000409883.7	intron
chr2	201629853	201632050	ENSG00000155755	ENST00000409883.7	intron
chr2	201632209	201633310	ENSG00000155755	ENST00000409883.7	intron
chr2	201633432	201636747	ENSG00000155755	ENST00000409883.7	intron
chr2	201636886	201638988	ENSG00000155755	ENST00000409883.7	intron
chr2	201639046	201640260	ENSG00000155755	ENST00000409883.7	intron
chr2	201640266	201640892	ENSG00000155755	ENST00000409883.7	intron
chr2	201640925	201643358	ENSG00000155755	ENST00000409883.7	intron
chr2	201643504	201643703	ENSG00000155755	ENST00000409883.7	CorePromoter
chr2	201643704	201648503	ENSG00000155755	ENST00000409883.7	ExtendedPromoter
chr20	761239	761700	ENSG00000101276	ENST00000645534.1	intron
chr20	761825	763497	ENSG00000101276	ENST00000645534.1	intron
chr20	764004	765207	ENSG00000101276	ENST00000645534.1	intron
chr20	765826	768296	ENSG00000101276	ENST00000645534.1	5primeUTRIntron
chr20	768501	768700	ENSG00000101276	ENST00000645534.1	CorePromoter
chr20	768701	773500	ENSG00000101276	ENST00000645534.1	ExtendedPromoter
chr7	30014894	30018995	ENSG00000106080	ENST00000222803.10	intron
chr7	30019124	30022664	ENSG00000106080	ENST00000222803.10	intron
chr7	30022817	30026311	ENSG00000106080	ENST00000222803.10	intron
chr7	30026703	30026902	ENSG00000106080	ENST00000222803.10	CorePromoter
chr7	30026903	30031702	ENSG00000106080	ENST00000222803.10	ExtendedPromoter
chr3	10026474	10028624	ENSG00000144554	ENST00000675286.1	5primeUTRIntron
chr3	10028722	10032831	ENSG00000144554	ENST00000675286.1	Intron
chr3	10032973	10034468	ENSG00000144554	ENST00000675286.1	Intron
chr3	10034537	10034694	ENSG00000144554	ENST00000675286.1	Intron
chr3	10034799	10035172	ENSG00000144554	ENST00000675286.1	Intron
chr3	10035234	10036286	ENSG00000144554	ENST00000675286.1	Intron
chr3	10036340	10039278	ENSG00000144554	ENST00000675286.1	Intron
chr3	10039358	10039720	ENSG00000144554	ENST00000675286.1	Intron
chr3	10039846	10041622	ENSG00000144554	ENST00000675286.1	Intron
chr3	10041711	10042558	ENSG00000144554	ENST00000675286.1	Intron
chr3	10042664	10043049	ENSG00000144554	ENST00000675286.1	Intron
chr3	10043151	10043483	ENSG00000144554	ENST00000675286.1	Intron
chr3	10043593	10043828	ENSG00000144554	ENST00000675286.1	Intron
chr3	10043865	10046579	ENSG00000144554	ENST00000675286.1	Intron
chr3	10046724	10047916	ENSG00000144554	ENST00000675286.1	Intron
chr3	10048052	10049373	ENSG00000144554	ENST00000675286.1	Intron
chr3	10049506	10052386	ENSG00000144554	ENST00000675286.1	Intron
chr3	10052498	10060293	ENSG00000144554	ENST00000675286.1	Intron
chr3	10060404	10062150	ENSG00000144554	ENST00000675286.1	Intron
chr3	10062212	10063791	ENSG00000144554	ENST00000675286.1	Intron
chr3	10063912	10064355	ENSG00000144554	ENST00000675286.1	Intron
chr3	10064430	10064728	ENSG00000144554	ENST00000675286.1	Intron
chr3	10064876	10065393	ENSG00000144554	ENST00000675286.1	Intron
chr3	10065495	10065863	ENSG00000144554	ENST00000675286.1	Intron
chr3	10065980	10067208	ENSG00000144554	ENST00000675286.1	Intron
chr3	10067318	10072870	ENSG00000144554	ENST00000675286.1	Intron
chr3	10072982	10073252	ENSG00000144554	ENST00000675286.1	Intron
chr3	10073363	10074529	ENSG00000144554	ENST00000675286.1	Intron
chr3	10074674	10078080	ENSG00000144554	ENST00000675286.1	Intron
chr3	10078198	10081099	ENSG00000144554	ENST00000675286.1	Intron
chr3	10081229	10081345	ENSG00000144554	ENST00000675286.1	Intron
chr3	10081465	10085811	ENSG00000144554	ENST00000675286.1	Intron
chr3	10085923	10087133	ENSG00000144554	ENST00000675286.1	Intron
chr3	10087265	10088448	ENSG00000144554	ENST00000675286.1	Intron
chr3	10088543	10088827	ENSG00000144554	ENST00000675286.1	Intron
chr3	10088951	10090291	ENSG00000144554	ENST00000675286.1	Intron
chr3	10090386	10092180	ENSG00000144554	ENST00000675286.1	Intron
chr3	10092253	10093284	ENSG00000144554	ENST00000675286.1	Intron
chr3	10093324	10094288	ENSG00000144554	ENST00000675286.1	Intron
chr3	10094364	10095199	ENSG00000144554	ENST00000675286.1	Intron
chr3	10095275	10096325	ENSG00000144554	ENST00000675286.1	Intron
chr3	10096473	10098719	ENSG00000144554	ENST00000675286.1	Intron
chr3	10098816	10101187	ENSG00000144554	ENST00000675286.1	Intron
chr3	10026237	10026436	ENSG00000144554	ENST00000675286.1	CorePromoter
chr3	10021437	10026236	ENSG00000144554	ENST00000675286.1	ExtendedPromoter
chr14	49620599	49620798	ENSG00000168282	ENST00000305386.4	CorePromoter
chr14	49615799	49620598	ENSG00000168282	ENST00000305386.4	ExtendedPromoter
chr6	51619521	51626996	ENSG00000170927	ENST00000371117.8	intron
chr6	51627117	51632564	ENSG00000170927	ENST00000371117.8	intron
chr6	51632724	51638848	ENSG00000170927	ENST00000371117.8	intron
chr6	51638957	51648030	ENSG00000170927	ENST00000371117.8	intron
chr6	51648119	51649084	ENSG00000170927	ENST00000371117.8	intron
chr6	51649221	51658951	ENSG00000170927	ENST00000371117.8	intron
chr6	51659970	51744384	ENSG00000170927	ENST00000371117.8	intron
chr6	51744543	51746720	ENSG00000170927	ENST00000371117.8	intron
chr6	51746890	51747786	ENSG00000170927	ENST00000371117.8	intron
chr6	51748666	51753200	ENSG00000170927	ENST00000371117.8	intron
chr6	51753354	51754783	ENSG00000170927	ENST00000371117.8	intron
chr6	51754939	51772701	ENSG00000170927	ENST00000371117.8	intron
chr6	51772790	51775807	ENSG00000170927	ENST00000371117.8	intron
chr6	51775922	51791235	ENSG00000170927	ENST00000371117.8	intron
chr6	51791374	51830860	ENSG00000170927	ENST00000371117.8	intron
chr6	51830990	51836403	ENSG00000170927	ENST00000371117.8	intron
chr6	51836470	51847774	ENSG00000170927	ENST00000371117.8	intron
chr6	51847971	51855892	ENSG00000170927	ENST00000371117.8	intron
chr6	51856071	51867862	ENSG00000170927	ENST00000371117.8	intron
chr6	51868110	51870503	ENSG00000170927	ENST00000371117.8	intron
chr6	51870640	51883092	ENSG00000170927	ENST00000371117.8	intron
chr6	51883228	51885866	ENSG00000170927	ENST00000371117.8	intron
chr6	51885973	51887132	ENSG00000170927	ENST00000371117.8	intron
chr6	51887246	51903596	ENSG00000170927	ENST00000371117.8	intron
chr6	51903728	51903985	ENSG00000170927	ENST00000371117.8	intron
chr6	51904043	51906214	ENSG00000170927	ENST00000371117.8	intron
chr6	51906341	51909282	ENSG00000170927	ENST00000371117.8	intron
chr6	51909475	51911798	ENSG00000170927	ENST00000371117.8	intron
chr6	51911957	51912365	ENSG00000170927	ENST00000371117.8	intron
chr6	51912577	51934109	ENSG00000170927	ENST00000371117.8	intron
chr6	51934323	51959869	ENSG00000170927	ENST00000371117.8	intron
chr6	51960027	52010308	ENSG00000170927	ENST00000371117.8	intron
chr6	52010460	52017409	ENSG00000170927	ENST00000371117.8	intron
chr6	52017630	52022800	ENSG00000170927	ENST00000371117.8	intron
chr6	52022945	52024573	ENSG00000170927	ENST00000371117.8	intron
chr6	52026182	52027828	ENSG00000170927	ENST00000371117.8	intron
chr6	52027897	52028155	ENSG00000170927	ENST00000371117.8	intron
chr6	52028352	52033029	ENSG00000170927	ENST00000371117.8	intron
chr6	52033166	52035590	ENSG00000170927	ENST00000371117.8	intron
chr6	52035722	52042858	ENSG00000170927	ENST00000371117.8	intron
chr6	52043135	52043624	ENSG00000170927	ENST00000371117.8	intron
chr6	52043731	52044965	ENSG00000170927	ENST00000371117.8	intron
chr6	52045089	52046003	ENSG00000170927	ENST00000371117.8	intron
chr6	52046189	52048491	ENSG00000170927	ENST00000371117.8	intron
chr6	52048620	52050156	ENSG00000170927	ENST00000371117.8	intron
chr6	52050296	52053075	ENSG00000170927	ENST00000371117.8	intron
chr6	52053252	52054037	ENSG00000170927	ENST00000371117.8	intron
chr6	52054166	52055586	ENSG00000170927	ENST00000371117.8	intron
chr6	52055730	52056697	ENSG00000170927	ENST00000371117.8	intron
chr6	52056789	52056889	ENSG00000170927	ENST00000371117.8	intron
chr6	52056980	52058322	ENSG00000170927	ENST00000371117.8	intron
chr6	52058602	52059927	ENSG00000170927	ENST00000371117.8	intron
chr6	52060043	52062518	ENSG00000170927	ENST00000371117.8	intron
chr6	52062661	52064954	ENSG00000170927	ENST00000371117.8	intron
chr6	52065051	52065975	ENSG00000170927	ENST00000371117.8	intron
chr6	52066078	52069456	ENSG00000170927	ENST00000371117.8	intron
chr6	52069528	52070405	ENSG00000170927	ENST00000371117.8	intron
chr6	52070446	52071005	ENSG00000170927	ENST00000371117.8	intron
chr6	52071071	52072114	ENSG00000170927	ENST00000371117.8	intron
chr6	52072190	52073462	ENSG00000170927	ENST00000371117.8	intron
chr6	52073542	52076275	ENSG00000170927	ENST00000371117.8	intron
chr6	52076334	52079899	ENSG00000170927	ENST00000371117.8	intron
chr6	52080009	52082391	ENSG00000170927	ENST00000371117.8	intron
chr6	52082543	52083177	ENSG00000170927	ENST00000371117.8	intron
chr6	52083256	52084881	ENSG00000170927	ENST00000371117.8	intron
chr6	52085018	52087433	ENSG00000170927	ENST00000371117.8	5primeUTRIntron
chr6	52087614	52087813	ENSG00000170927	ENST00000371117.8	CorePromoter
chr6	52087814	52092613	ENSG00000170927	ENST00000371117.8	ExtendedPromoter
chr3	15601895	15635423	ENSG00000169814	ENST00000643237.3	5primeUTRIntron
chr3	15635689	15641907	ENSG00000169814	ENST00000643237.3	Intron
chr3	15642058	15644315	ENSG00000169814	ENST00000643237.3	Intron
chr3	15601545	15601744	ENSG00000169814	ENST00000643237.3	CorePromoter
chr3	15596745	15601544	ENSG00000169814	ENST00000643237.3	ExtendedPromoter
chr4	118282244	118282830	ENSG00000164099	ENST00000296498.3	intron
chr4	118283112	118294938	ENSG00000164099	ENST00000296498.3	intron
chr4	118295062	118295777	ENSG00000164099	ENST00000296498.3	intron
chr4	118295857	118298732	ENSG00000164099	ENST00000296498.3	intron
chr4	118298939	118308435	ENSG00000164099	ENST00000296498.3	intron
chr4	118308578	118313200	ENSG00000164099	ENST00000296498.3	intron
chr4	118313398	118316181	ENSG00000164099	ENST00000296498.3	intron
chr4	118316324	118318377	ENSG00000164099	ENST00000296498.3	intron
chr4	118318557	118331715	ENSG00000164099	ENST00000296498.3	intron
chr4	118331867	118335472	ENSG00000164099	ENST00000296498.3	intron
chr4	118335652	118338175	ENSG00000164099	ENST00000296498.3	intron
chr4	118338315	118352218	ENSG00000164099	ENST00000296498.3	intron
chr4	118353004	118353203	ENSG00000164099	ENST00000296498.3	CorePromoter
chr4	118353204	118358003	ENSG00000164099	ENST00000296498.3	ExtendedPromoter
chr5	13692136	13700639	ENSG00000039139	ENST00000265104.5	intron
chr5	13700872	13701283	ENSG00000039139	ENST00000265104.5	intron
chr5	13701437	13708122	ENSG00000039139	ENST00000265104.5	intron
chr5	13708336	13714404	ENSG00000039139	ENST00000265104.5	intron
chr5	13714621	13716486	ENSG00000039139	ENST00000265104.5	intron
chr5	13716691	13717314	ENSG00000039139	ENST00000265104.5	intron
chr5	13717521	13718881	ENSG00000039139	ENST00000265104.5	intron
chr5	13719102	13720999	ENSG00000039139	ENST00000265104.5	intron
chr5	13721246	13727506	ENSG00000039139	ENST00000265104.5	intron
chr5	13727657	13729438	ENSG00000039139	ENST00000265104.5	intron
chr5	13729561	13735130	ENSG00000039139	ENST00000265104.5	intron
chr5	13735322	13735817	ENSG00000039139	ENST00000265104.5	intron
chr5	13735933	13737251	ENSG00000039139	ENST00000265104.5	intron
chr5	13737496	13751077	ENSG00000039139	ENST00000265104.5	intron
chr5	13751261	13752133	ENSG00000039139	ENST00000265104.5	intron
chr5	13752290	13753232	ENSG00000039139	ENST00000265104.5	intron
chr5	13753550	13754202	ENSG00000039139	ENST00000265104.5	intron
chr5	13754339	13758845	ENSG00000039139	ENST00000265104.5	intron
chr5	13758984	13762721	ENSG00000039139	ENST00000265104.5	intron
chr5	13762902	13765975	ENSG00000039139	ENST00000265104.5	intron
chr5	13766180	13768959	ENSG00000039139	ENST00000265104.5	intron
chr5	13769137	13769500	ENSG00000039139	ENST00000265104.5	intron
chr5	13769616	13770748	ENSG00000039139	ENST00000265104.5	intron
chr5	13770981	13776438	ENSG00000039139	ENST00000265104.5	intron
chr5	13776707	13777201	ENSG00000039139	ENST00000265104.5	intron
chr5	13777356	13780828	ENSG00000039139	ENST00000265104.5	intron
chr5	13780960	13786178	ENSG00000039139	ENST00000265104.5	intron
chr5	13786352	13788715	ENSG00000039139	ENST00000265104.5	intron
chr5	13788915	13791993	ENSG00000039139	ENST00000265104.5	intron
chr5	13792218	13793514	ENSG00000039139	ENST00000265104.5	intron
chr5	13793729	13793935	ENSG00000039139	ENST00000265104.5	intron
chr5	13794059	13807590	ENSG00000039139	ENST00000265104.5	intron
chr5	13807726	13809043	ENSG00000039139	ENST00000265104.5	intron
chr5	13809187	13810058	ENSG00000039139	ENST00000265104.5	intron
chr5	13810261	13811646	ENSG00000039139	ENST00000265104.5	intron
chr5	13811824	13814604	ENSG00000039139	ENST00000265104.5	intron
chr5	13814847	13817547	ENSG00000039139	ENST00000265104.5	intron
chr5	13817695	13820345	ENSG00000039139	ENST00000265104.5	intron
chr5	13820500	13823262	ENSG00000039139	ENST00000265104.5	intron
chr5	13823371	13824198	ENSG00000039139	ENST00000265104.5	intron
chr5	13824334	13829509	ENSG00000039139	ENST00000265104.5	intron
chr5	13829705	13830025	ENSG00000039139	ENST00000265104.5	intron
chr5	13830214	13830596	ENSG00000039139	ENST00000265104.5	intron
chr5	13830776	13839355	ENSG00000039139	ENST00000265104.5	intron
chr5	13839529	13840905	ENSG00000039139	ENST00000265104.5	intron
chr5	13841131	13841691	ENSG00000039139	ENST00000265104.5	intron
chr5	13841905	13844836	ENSG00000039139	ENST00000265104.5	intron
chr5	13844994	13850651	ENSG00000039139	ENST00000265104.5	intron
chr5	13850816	13859451	ENSG00000039139	ENST00000265104.5	intron
chr5	13859606	13862547	ENSG00000039139	ENST00000265104.5	intron
chr5	13862748	13864396	ENSG00000039139	ENST00000265104.5	intron
chr5	13864638	13865667	ENSG00000039139	ENST00000265104.5	intron
chr5	13865907	13866219	ENSG00000039139	ENST00000265104.5	intron
chr5	13866283	13867773	ENSG00000039139	ENST00000265104.5	intron
chr5	13867993	13870766	ENSG00000039139	ENST00000265104.5	intron
chr5	13871003	13871563	ENSG00000039139	ENST00000265104.5	intron
chr5	13871766	13876683	ENSG00000039139	ENST00000265104.5	intron
chr5	13876818	13882727	ENSG00000039139	ENST00000265104.5	intron
chr5	13882816	13882903	ENSG00000039139	ENST00000265104.5	intron
chr5	13883095	13884988	ENSG00000039139	ENST00000265104.5	intron
chr5	13885229	13885963	ENSG00000039139	ENST00000265104.5	intron
chr5	13886130	13890975	ENSG00000039139	ENST00000265104.5	intron
chr5	13891122	13894649	ENSG00000039139	ENST00000265104.5	intron
chr5	13894822	13900205	ENSG00000039139	ENST00000265104.5	intron
chr5	13900413	13901251	ENSG00000039139	ENST00000265104.5	intron
chr5	13901574	13902052	ENSG00000039139	ENST00000265104.5	intron
chr5	13902139	13911385	ENSG00000039139	ENST00000265104.5	intron
chr5	13911494	13913742	ENSG00000039139	ENST00000265104.5	intron
chr5	13913959	13914519	ENSG00000039139	ENST00000265104.5	intron
chr5	13914643	13916347	ENSG00000039139	ENST00000265104.5	intron
chr5	13916456	13917142	ENSG00000039139	ENST00000265104.5	intron
chr5	13917257	13919175	ENSG00000039139	ENST00000265104.5	intron
chr5	13919353	13920479	ENSG00000039139	ENST00000265104.5	intron
chr5	13920618	13922106	ENSG00000039139	ENST00000265104.5	intron
chr5	13922329	13923279	ENSG00000039139	ENST00000265104.5	intron
chr5	13923441	13928093	ENSG00000039139	ENST00000265104.5	intron
chr5	13928179	13931109	ENSG00000039139	ENST00000265104.5	intron
